,user_id,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,location,default_profile,default_profile_image,profile_banner_url,profile_image_url_https,verified,timestamp,Alvo,age,size_description,in_following_followers,size_sname,size_name,in_number_sname
611,468033321,76,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 04:19:32,1,872,16,0.0,14,1,0.0
613,468036974,56,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 04:25:13,1,872,67,0.0,14,1,0.0
614,468037917,77,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 04:26:51,1,872,114,0.0,12,1,0.0
618,468048856,85,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 04:45:09,1,872,55,0.0,15,1,0.0
619,468055750,77,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 04:56:58,1,872,71,0.0,15,1,0.0
620,468058184,77,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 05:01:26,1,872,63,0.0,14,1,0.0
621,468059646,70,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 05:04:03,1,872,86,0.0,14,1,0.0
623,468062676,128,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 05:09:41,1,872,104,0.0,12,1,0.0
624,468064243,101,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 05:12:27,1,865,75,0.0,15,1,0.0
626,468068306,49,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 05:19:42,1,872,85,0.0,13,1,0.0
628,468071828,73,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 05:25:56,1,872,43,0.0,15,1,0.0
629,468073544,44,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 05:29:02,1,872,53,0.0,15,1,0.0
630,468080210,49,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 05:41:09,1,872,68,0.0,13,1,0.0
632,468083973,55,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 05:48:00,1,872,72,0.0,15,1,0.0
635,468099552,122,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 06:17:08,1,871,42,0.0,14,1,0.0
636,468101494,125,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 06:20:55,1,872,89,0.0,11,1,0.0
637,468102975,117,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 06:23:57,1,870,71,0.0,12,1,0.0
642,468126635,32,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 07:10:36,1,872,93,0.0,12,1,0.0
643,468129657,69,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 07:16:12,1,871,35,0.0,12,1,0.0
644,468133931,51,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 07:24:33,1,872,134,0.0,15,1,0.0
646,468141676,123,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 07:40:52,1,872,16,0.0,9,1,0.0
647,468143141,27,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 07:44:05,1,870,118,0.0,14,1,0.0
648,468144332,32,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 07:46:45,1,872,40,0.0,12,1,0.0
649,468145003,35,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 07:48:10,1,872,99,0.0,13,1,0.0
650,468148455,115,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 07:55:09,1,871,104,0.0,15,1,0.0
651,468155641,82,0,0,0,0,1,1,1,1,1,1,1,2012-01-19 08:10:24,1,872,95,0.0,11,1,0.0
660,538861240,66,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 10:45:44,1,803,65,0.0,15,1,0.0
662,538865597,50,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 10:51:59,1,803,105,0.0,14,1,0.0
664,538877096,130,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 11:06:47,1,803,68,0.0,14,1,0.0
666,538879598,135,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 11:10:40,1,802,45,0.0,13,1,0.0
667,538883948,81,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 11:18:35,1,803,45,0.0,12,1,0.0
670,538887557,38,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 11:24:23,1,803,36,0.0,13,1,0.0
673,538905719,120,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 11:56:31,1,803,60,0.0,12,1,0.0
674,538907144,46,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 11:59:04,1,803,94,0.0,12,1,0.0
676,538910117,108,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 12:04:31,1,803,58,0.0,13,1,0.0
677,538911422,112,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 12:06:51,1,803,87,0.0,11,1,0.0
681,538916096,71,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 12:14:34,1,801,56,0.0,12,1,0.0
683,538927099,129,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 12:33:18,1,801,54,0.0,12,1,0.0
688,538945998,88,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 10:44:51,1,803,16,0.0,14,1,0.0
689,538952010,10,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 10:53:22,1,788,46,0.0,14,1,0.0
691,538989284,49,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 14:16:32,1,803,44,0.0,12,1,0.0
692,538990279,35,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 14:17:50,1,801,66,0.0,12,1,0.0
699,539038007,90,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 15:23:06,1,803,46,0.0,13,1,0.0
701,539045903,133,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 15:32:52,1,803,70,0.0,13,1,0.0
702,539048096,44,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 15:35:15,1,799,69,0.0,13,1,0.0
703,539052577,66,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 15:40:42,1,803,37,0.0,13,1,0.0
704,539060340,39,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 13:54:02,1,800,95,0.0,14,1,0.0
705,539087929,47,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 16:25:05,1,803,30,0.0,12,1,0.0
707,539091058,41,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 16:29:12,1,803,30,0.0,14,1,0.0
710,539094006,86,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 14:43:41,1,798,45,0.0,11,1,0.0
711,539096910,85,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 14:47:04,1,803,42,0.0,13,1,0.0
713,539103877,66,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 16:45:25,1,803,92,0.0,14,1,0.0
714,539109831,63,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 15:04:22,1,803,121,0.0,14,1,0.0
715,539110886,123,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 16:54:47,1,803,44,0.0,13,1,0.0
717,539130256,133,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 17:20:17,1,803,54,0.0,13,1,0.0
719,539150535,24,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 15:56:04,1,803,68,0.0,13,1,0.0
721,539157095,39,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 17:57:12,1,803,103,0.0,12,1,0.0
725,539186544,51,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 16:42:37,1,803,55,0.0,13,1,0.0
728,539219286,84,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 17:25:14,1,803,48,0.0,14,1,0.0
733,539272485,51,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 18:37:12,1,803,82,0.0,15,1,0.0
734,539276634,78,0,0,0,0,1,1,1,1,1,1,1,2012-03-28 18:42:55,1,803,51,0.0,11,1,0.0
735,542129791,40,0,0,0,0,1,1,1,1,1,1,1,2012-04-01 03:22:18,1,799,72,0.0,12,1,0.0
736,542135879,22,0,0,0,0,1,1,1,1,1,1,1,2012-04-01 03:33:51,1,796,85,0.0,14,1,0.0
738,542150978,24,0,0,0,0,1,1,1,1,1,1,1,2012-04-01 04:00:44,1,799,62,0.0,15,1,0.0
739,542152604,26,0,0,0,0,1,1,1,1,1,1,1,2012-04-01 04:03:51,1,798,76,0.0,13,1,0.0
741,542163896,34,0,0,0,0,1,1,1,1,1,1,1,2012-04-01 04:23:28,1,799,46,0.0,12,1,0.0
743,542215293,35,0,0,0,0,1,1,1,1,1,1,1,2012-04-01 03:23:55,1,799,134,0.0,12,1,0.0
744,542216247,20,0,0,0,0,1,1,1,1,1,1,1,2012-04-01 03:25:53,1,797,37,0.0,15,1,0.0
745,542219577,37,0,0,0,0,1,1,1,1,1,1,1,2012-04-01 03:31:52,1,799,84,0.0,12,1,0.0
746,542236806,31,0,0,0,0,1,1,1,1,1,1,1,2012-04-01 04:02:00,1,799,38,0.0,14,1,0.0
747,545207749,27,0,0,0,0,1,1,1,1,1,1,1,2012-04-04 17:21:13,1,796,67,0.0,12,1,0.0
748,545306050,43,0,0,0,0,1,1,1,1,1,1,1,2012-04-04 19:38:02,1,796,59,0.0,15,1,0.0
749,545308370,122,0,0,0,0,1,1,1,1,1,1,1,2012-04-04 19:43:22,1,796,100,0.0,13,1,0.0
750,545309342,105,0,0,0,0,1,1,1,1,1,1,1,2012-04-04 19:44:27,1,790,120,0.0,12,1,0.0
751,545309765,50,0,0,0,0,1,1,1,1,1,1,1,2012-04-04 19:45:43,1,796,60,0.0,11,1,0.0
752,545708233,5,0,0,0,0,1,1,1,1,1,1,1,2012-04-05 07:17:56,1,789,65,0.0,15,1,0.0
753,545708584,26,0,0,0,0,1,1,1,1,1,1,1,2012-04-05 07:19:03,1,795,39,0.0,14,1,0.0
50,2354917110,61,0,36,0,0,1,1,1,1,1,1,1,2014-02-21 15:57:14,1,72,0,36.0,14,1,0.0
102,2383043784,40,0,35,0,0,1,1,1,1,1,1,1,2014-03-11 04:00:46,1,54,0,35.0,12,1,0.0
138,2375991464,45,0,40,0,0,1,1,1,1,1,1,1,2014-03-06 23:31:21,1,59,0,40.0,14,1,0.0
226,2384209417,45,0,38,0,0,1,1,1,1,1,1,1,2014-03-11 22:05:29,1,54,0,38.0,13,1,0.0
249,2374669231,45,0,35,0,0,1,1,1,1,1,1,1,2014-03-06 03:21:29,1,59,0,35.0,10,1,0.0
258,2370569953,65,0,34,0,0,1,1,1,1,1,1,1,2014-03-03 16:17:23,1,62,0,34.0,12,1,0.0
386,2352207456,58,0,42,0,0,1,1,1,1,1,1,1,2014-02-19 21:25:41,1,74,0,42.0,13,1,0.0
409,2364679333,54,0,38,0,1,1,1,1,1,1,1,1,2014-02-27 22:30:17,1,66,0,38.0,13,1,0.0
583,2360718468,40,0,17,0,0,1,1,1,1,1,1,1,2014-02-25 09:04:38,1,68,0,17.0,13,1,0.0
637,2362140536,50,0,34,0,0,1,1,1,1,1,1,1,2014-02-26 05:45:46,1,67,0,34.0,15,1,0.0
643,2351877541,80,0,0,0,0,1,1,1,1,1,1,1,2014-02-19 16:39:06,1,74,0,0.0,11,1,0.0
678,2361181297,42,0,40,0,0,1,1,1,1,1,1,1,2014-02-25 15:30:42,1,68,0,40.0,15,1,0.0
682,2355075217,69,0,26,0,0,1,1,1,1,1,1,1,2014-02-21 17:51:49,1,72,0,26.0,13,1,0.0
748,2380231328,48,0,34,0,1,1,1,1,1,1,1,1,2014-03-09 11:00:49,1,56,0,34.0,12,1,0.0
751,2357705814,48,0,38,0,0,1,1,1,1,1,1,1,2014-02-23 09:53:14,1,70,0,38.0,12,1,0.0
1127,2375008490,43,0,14,0,0,1,1,1,1,1,1,1,2014-03-06 08:59:04,1,59,0,14.0,10,1,0.0
1136,2364683192,63,0,37,0,1,1,1,1,1,1,1,1,2014-02-27 22:47:03,1,66,0,37.0,12,1,0.0
1139,2368926932,66,0,36,0,0,1,1,1,1,1,1,1,2014-03-02 15:04:16,1,63,0,36.0,14,1,0.0
1147,2384309670,42,0,43,0,0,1,1,1,1,1,1,1,2014-03-12 00:10:52,1,54,0,43.0,10,1,0.0
1229,2368839308,57,0,40,0,0,1,1,1,1,1,1,1,2014-03-02 13:53:50,1,63,0,40.0,11,1,0.0
1242,2376832255,45,0,38,0,0,1,1,1,1,1,1,1,2014-03-07 09:58:30,1,58,0,38.0,10,1,0.0
1267,2368604569,56,0,37,0,0,1,1,1,1,1,1,1,2014-03-02 10:13:03,1,63,0,37.0,14,1,0.0
1302,2351516604,62,0,25,0,0,1,1,1,1,1,1,1,2014-02-19 12:06:01,1,74,0,25.0,14,1,0.0
1331,2384562583,45,0,35,0,0,1,1,1,1,1,1,1,2014-03-12 03:52:35,1,53,0,35.0,11,1,0.0
1617,2378476622,44,0,39,0,0,1,1,1,1,1,1,1,2014-03-08 10:49:55,1,57,0,39.0,13,1,0.0
1774,2360747016,61,0,37,0,0,1,1,1,1,1,1,1,2014-02-25 09:32:44,1,68,0,37.0,12,1,0.0
1966,2379541638,42,0,40,0,0,1,1,1,1,1,1,1,2014-03-09 01:55:14,1,56,0,40.0,10,1,0.0
1978,2377718964,39,0,40,0,0,1,1,1,1,1,1,1,2014-03-07 23:18:56,1,58,0,40.0,12,1,0.0
2001,2358526580,56,0,37,0,0,1,1,1,1,1,1,1,2014-02-23 22:26:03,1,70,0,37.0,13,1,0.0
2088,2361020419,62,0,39,0,0,1,1,1,1,1,1,1,2014-02-25 13:32:08,1,68,0,39.0,11,1,0.0
2380,2353735602,63,0,35,0,0,1,1,1,1,1,1,1,2014-02-20 21:14:14,1,73,0,35.0,14,1,0.0
2588,2377421106,47,0,27,0,0,1,1,1,1,1,1,1,2014-03-07 18:27:41,1,58,0,27.0,13,1,0.0
2631,2377665366,37,0,38,0,0,1,1,1,1,1,1,1,2014-03-07 22:23:35,1,58,0,38.0,15,1,0.0
2764,2362399584,53,0,39,0,1,1,1,1,1,1,1,1,2014-02-26 10:10:55,1,66,0,39.0,9,1,0.0
2805,2357818585,67,0,33,0,0,1,1,1,1,1,1,1,2014-02-23 11:35:11,1,69,0,33.0,10,1,0.0
2903,2353491528,69,0,37,0,0,1,1,1,1,1,1,1,2014-02-20 17:37:04,1,72,0,37.0,14,1,0.0
3037,2386578300,42,0,38,0,0,1,1,1,1,1,1,1,2014-03-13 09:06:32,1,51,0,38.0,13,1,0.0
3046,2380402136,48,0,38,0,0,1,1,1,1,1,1,1,2014-03-09 13:31:28,1,55,0,38.0,12,1,0.0
3056,2384707646,41,0,34,0,0,1,1,1,1,1,1,1,2014-03-12 06:10:06,1,52,0,34.0,10,1,0.0
3116,2377921482,36,0,45,0,0,1,1,1,1,1,1,1,2014-03-08 02:37:32,1,56,0,45.0,12,1,0.0
3128,2375062490,33,0,16,0,0,1,1,1,1,1,1,1,2014-03-06 09:56:09,1,58,0,16.0,12,1,0.0
3154,2358797126,35,0,49,0,1,1,1,1,1,1,1,1,2014-02-24 03:09:41,1,68,0,49.0,14,1,0.0
3215,2372427054,47,0,39,0,0,1,1,1,1,1,1,1,2014-03-04 22:20:15,1,60,0,39.0,12,1,0.0
3246,2364003794,58,0,38,0,0,1,1,1,1,1,1,1,2014-02-27 11:59:24,1,65,0,38.0,13,1,0.0
3284,2361009630,63,0,47,0,0,1,1,1,1,1,1,1,2014-02-25 13:30:33,1,66,0,47.0,13,1,0.0
3311,2357560777,60,0,38,0,0,1,1,1,1,1,1,1,2014-02-23 07:27:12,1,68,0,38.0,13,1,0.0
3322,2357550505,57,0,38,0,0,1,1,1,1,1,1,1,2014-02-23 07:17:14,1,68,0,38.0,11,1,0.0
3346,2353824734,62,0,41,0,1,1,1,1,1,1,1,1,2014-02-20 22:49:25,1,71,0,41.0,10,1,0.0
3356,2351708202,67,0,0,0,0,1,1,1,1,1,1,1,2014-02-19 14:42:46,1,72,0,0.0,13,1,0.0
581,78467438,98,0,0,0,0,1,1,1,1,1,1,1,2009-09-30 02:51:18,1,403,69,0.0,12,1,0.0
0,325403988,48,0,1,0,1,1,1,1,1,1,1,1,2011-06-28 09:15:18,1,1722,0,1.0,15,1,0.0
1,3298943021,52,0,6,0,0,1,1,1,1,1,1,1,2015-05-26 10:13:25,1,294,43,6.0,15,1,0.0
2,3305460917,39,0,4,0,0,1,1,1,1,1,1,1,2015-06-01 11:58:30,1,287,50,4.0,15,1,0.0
3,179562837,304,0,0,0,1,1,1,1,1,1,1,1,2010-08-17 18:09:13,1,2036,0,0.0,11,1,0.0
4,179295032,1883,0,0,0,1,1,1,1,1,1,1,1,2010-08-17 02:02:18,1,2037,0,0.0,15,1,0.0
12,3078705434,7,0,0,0,0,1,1,1,1,1,1,1,2015-03-14 01:34:13,1,367,0,0.0,13,1,0.0
16,113824520,281,0,2,0,1,1,1,1,1,1,1,1,2010-02-13 05:58:25,1,2222,0,2.0,8,1,0.0
18,3229520827,46,0,3,0,0,1,1,1,1,1,1,1,2015-05-29 08:22:24,1,291,49,3.0,14,1,0.0
21,3229437498,31,0,4,0,0,1,1,1,1,1,1,1,2015-05-29 08:29:55,1,291,47,4.0,14,1,0.0
22,3307816547,46,0,8,0,0,1,1,1,1,1,1,1,2015-06-04 06:55:45,1,285,46,8.0,14,1,0.0
23,15488734,14,0,0,0,1,1,1,1,1,1,1,1,2008-07-19 03:28:48,1,2796,0,0.0,6,1,0.0
26,3229551091,31,0,4,0,0,1,1,1,1,1,1,1,2015-05-29 09:07:32,1,291,51,4.0,14,1,0.0
27,3234328321,38,0,3,0,0,1,1,1,1,1,1,1,2015-06-03 00:33:04,1,286,50,3.0,14,1,0.0
28,3230450912,41,0,7,0,0,1,1,1,1,1,1,1,2015-05-30 08:51:30,1,290,41,7.0,14,1,0.0
30,3229449756,17,0,6,0,0,1,1,1,1,1,1,1,2015-05-29 08:50:00,1,291,47,6.0,15,1,0.0
31,3302446791,53,0,5,0,0,1,1,1,1,1,1,1,2015-05-29 08:58:00,1,291,46,5.0,15,1,0.0
32,3303438987,37,0,9,0,0,1,1,1,1,1,1,1,2015-05-30 08:45:07,1,290,51,9.0,15,1,0.0
34,3308945967,34,0,10,0,0,1,1,1,1,1,1,1,2015-06-05 08:11:06,1,284,46,10.0,15,1,0.0
57,56839754,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-15 00:34:46,1,2435,55,0.0,11,1,0.0
58,56840437,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-15 00:37:21,1,2435,55,0.0,11,1,0.0
61,56872455,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-15 02:43:22,1,2435,55,0.0,11,1,0.0
62,57351732,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-16 16:45:20,1,2433,55,0.0,11,1,0.0
63,56872758,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-15 02:44:36,1,2435,62,0.0,11,1,0.0
71,57097440,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-15 20:38:23,1,2434,55,0.0,11,1,0.0
72,57082889,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-15 19:46:18,1,2434,55,0.0,11,1,0.0
78,57097621,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-15 20:39:02,1,2434,55,0.0,11,1,0.0
82,57351026,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-16 16:42:08,1,2433,55,0.0,11,1,0.0
85,3231344078,30,0,3,0,0,1,1,1,1,1,1,1,2015-05-31 07:29:02,1,289,44,3.0,15,1,0.0
86,3230502553,17,0,5,0,0,1,1,1,1,1,1,1,2015-05-30 09:14:51,1,290,49,5.0,15,1,0.0
87,3227904608,42,0,7,0,0,1,1,1,1,1,1,1,2015-05-27 07:36:02,1,293,52,7.0,15,1,0.0
88,3069252070,903,0,0,0,0,1,1,1,1,1,1,1,2015-03-04 05:15:02,1,377,40,0.0,15,1,0.0
92,56210449,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-13 00:30:53,1,2437,62,0.0,11,1,0.0
101,3078501312,4,0,0,0,0,1,1,1,1,1,1,1,2015-03-14 00:32:41,1,367,0,0.0,15,1,0.0
106,55926935,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-11 22:51:51,1,2438,62,0.0,15,1,0.0
108,55927230,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-11 22:53:09,1,2438,62,0.0,15,1,0.0
109,55927062,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-11 22:52:28,1,2438,62,0.0,15,1,0.0
113,55926879,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-11 22:51:35,1,2438,62,0.0,15,1,0.0
116,55926996,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-11 22:52:10,1,2438,62,0.0,15,1,0.0
118,56250124,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-13 03:35:47,1,2437,62,0.0,15,1,0.0
129,56158032,1,0,0,0,0,1,1,1,1,1,1,1,2009-07-12 20:39:46,1,2437,62,0.0,14,1,0.0
132,3302525926,41,0,0,0,0,1,1,1,1,1,1,1,2015-05-29 08:16:11,1,291,56,0.0,11,1,0.0
0,1502026416,2177,208,332,265,1,1,1,1,1,1,1,1,2013-06-11 13:20:35,0,689,21,1.5961538461538463,8,1,0.0
1,2492782375,2660,330,485,3972,5,1,1,1,1,1,1,1,2014-05-13 12:37:57,0,353,48,1.4696969696969697,8,1,0.0
2,293212315,1254,166,177,1185,0,1,1,1,1,1,1,1,2011-05-05 01:30:37,0,1457,34,1.0662650602409638,9,1,0.0
3,191839658,202968,2248,981,60304,101,1,1,1,1,1,1,1,2010-09-17 16:02:10,0,1686,58,0.4363879003558719,11,1,0.0
4,3020965143,82,21,79,5,0,1,1,1,1,1,1,1,2015-02-06 05:10:49,0,84,13,3.761904761904762,15,1,0.0
5,2157382005,12915,641,1066,1568,7,1,1,1,1,1,1,1,2013-10-28 17:08:18,0,549,151,1.6630265210608424,12,1,0.0
6,1947320929,13676,1042,2000,19012,7,1,1,1,1,1,1,1,2013-10-08 17:59:30,0,569,37,1.9193857965451055,15,1,0.0
7,255846106,61294,561,118,590,4,1,1,1,1,1,1,1,2011-02-22 05:37:34,0,1529,152,0.2103386809269162,15,1,0.0
8,1733095801,4854,337,256,1407,4,1,1,1,1,1,1,1,2013-09-05 22:52:02,0,602,0,0.7596439169139466,13,1,0.0
9,1336097480,2408,421,338,2227,5,1,1,1,1,1,1,1,2013-04-08 10:37:42,0,753,77,0.8028503562945368,8,1,0.0
10,380322177,24581,335,276,10570,4,1,1,1,1,1,1,1,2011-09-26 15:13:48,0,1313,13,0.8238805970149253,15,1,0.0
11,32988810,2132,232,225,101,56,1,1,1,1,1,1,1,2009-04-18 21:46:36,0,2203,119,0.9698275862068966,13,1,0.0
12,21959183,10354,1948,2096,3,88,1,1,1,1,1,1,1,2009-02-26 03:33:21,0,2255,130,1.0759753593429158,7,1,0.0
13,1553611423,18484,271,216,8487,0,1,1,1,1,1,1,1,2013-06-28 19:14:55,0,672,22,0.7970479704797048,6,1,0.0
14,348080571,88,16,74,397,0,1,1,1,1,1,1,1,2011-08-03 23:05:06,0,1367,131,4.625,9,1,0.0
15,839690880,2418,1190,355,1092,11,1,1,1,1,1,1,1,2012-09-22 14:50:00,0,951,49,0.29831932773109243,8,1,0.0
16,143687056,10839,7842,7836,8329,34,1,1,1,1,1,1,1,2010-05-14 06:08:41,0,1814,115,0.9992348890589136,11,1,0.0
17,2291421004,4774,552,787,4029,11,1,1,1,1,1,1,1,2014-01-19 11:38:59,0,467,21,1.4257246376811594,13,1,0.0
18,2337494094,36,223,166,864,2,1,1,1,1,1,1,1,2014-02-11 02:00:08,0,444,95,0.7443946188340808,11,1,0.0
19,225241810,9412,303,325,7304,2,1,1,1,1,1,1,1,2010-12-11 03:33:14,0,1602,82,1.0726072607260726,8,1,0.0
20,375114767,55052,1978,197,7274,7,1,1,1,1,1,1,1,2011-09-17 16:42:39,0,1322,80,0.09959555106167846,13,1,0.0
21,52929021,69809,1605,969,12583,2,1,1,1,1,1,1,1,2009-07-02 03:48:26,0,2129,40,0.6037383177570094,10,1,0.0
22,1657000316,7207,212,150,1877,0,1,1,1,1,1,1,1,2013-08-09 07:43:10,0,631,0,0.7075471698113207,8,1,0.0
23,325967359,16677,1206,49,7008,6,1,1,1,1,1,1,1,2011-06-29 06:44:21,0,1402,63,0.0406301824212272,5,1,0.0
24,585912212,24163,435,320,676,1,1,1,1,1,1,1,1,2012-05-20 21:09:52,0,1075,9,0.735632183908046,6,1,0.0
25,2419936286,45750,7644,359,54926,46,1,1,1,1,1,1,1,2014-03-31 05:47:30,0,396,50,0.04696493982208268,6,1,0.0
26,2320414572,1203,182,117,136,0,1,1,1,1,1,1,1,2014-01-31 08:42:25,0,455,15,0.6428571428571429,14,1,0.0
27,262531823,274989,9815,2190,40114,38,1,1,1,1,1,1,1,2011-03-08 07:40:22,0,1515,15,0.22312786551197147,6,1,0.0
28,226315121,11334,349,348,2465,4,1,1,1,1,1,1,1,2010-12-13 22:40:42,0,1599,85,0.997134670487106,10,1,0.0
29,492649414,72102,726,28,165,23,1,1,1,1,1,1,1,2012-02-15 00:42:32,0,1171,110,0.03856749311294766,9,1,0.0
30,56554591,15525,879,667,153,5,1,1,1,1,1,1,1,2009-07-14 02:55:42,0,2117,22,0.7588168373151308,12,1,0.0
31,85193539,31248,3205,2377,3650,282,1,1,1,1,1,1,1,2009-10-26 00:46:57,0,2014,115,0.7416536661466459,8,1,0.0
32,166211662,105025,543,327,49956,1,1,1,1,1,1,1,1,2010-07-13 18:21:01,0,1752,0,0.6022099447513812,11,1,0.0
33,222290847,54,10,91,14,0,1,1,1,1,1,1,1,2010-12-03 01:18:40,0,1610,0,9.1,6,1,0.0
34,2765166293,371,90,147,363,0,1,1,1,1,1,1,1,2014-09-09 02:24:35,0,234,18,1.6333333333333333,9,1,0.0
35,2497379616,2582,223,495,1668,3,1,1,1,1,1,1,1,2014-05-16 02:00:51,0,350,0,2.219730941704036,9,1,0.0
36,69991603,427,75,77,279,0,1,1,1,1,1,1,1,2009-08-30 01:29:57,0,2070,71,1.0266666666666666,8,1,0.0
37,357747403,416,25,28,2,1,1,1,1,1,1,1,1,2011-08-18 23:01:43,0,1352,35,1.12,11,1,0.0
38,430285181,34627,661,498,15474,1,1,1,1,1,1,1,1,2011-12-07 01:09:50,0,1242,43,0.7534039334341907,7,1,0.0
39,1141299306,25098,832,644,6107,1,1,1,1,1,1,1,1,2013-02-02 03:51:27,0,818,27,0.7740384615384616,12,1,0.0
40,37407255,283536,7785,424,1157,217,1,1,1,1,1,1,1,2009-05-03 14:17:01,0,2189,84,0.05446371226718048,7,1,0.0
41,112295272,13634,697,103,5258,30,1,1,1,1,1,1,1,2010-02-08 00:56:34,0,1909,94,0.14777618364418937,8,1,0.0
42,208664282,10339,385,200,72,7,1,1,1,1,1,1,1,2010-10-27 19:57:56,0,1646,134,0.5194805194805194,13,1,0.0
43,348393966,19390,385,252,11,1,1,1,1,1,1,1,1,2011-08-04 12:45:50,0,1366,0,0.6545454545454545,9,1,0.0
44,1245621752,1960,4910,1675,1043,22,1,1,1,1,1,1,1,2013-03-06 09:50:36,0,786,118,0.3411405295315682,11,1,0.0
45,329481796,2766,79,196,587,0,1,1,1,1,1,1,1,2011-07-05 06:34:40,0,1396,64,2.481012658227848,9,1,0.0
46,131043638,3114,28,32,1,0,1,1,1,1,1,1,1,2010-04-09 05:07:55,0,1849,157,1.1428571428571428,13,1,0.0
47,150183040,4236,249,278,1787,0,1,1,1,1,1,1,1,2010-05-31 10:46:49,0,1796,30,1.1164658634538152,12,1,0.0
48,91287122,33298,698,600,4037,5,1,1,1,1,1,1,1,2009-11-20 07:48:12,0,1988,67,0.8595988538681948,10,1,0.0
49,2244762307,378,173,312,27,0,1,1,1,1,1,1,1,2013-12-14 01:59:39,0,503,12,1.8034682080924855,12,1,0.0
50,344457551,46272,943,750,9355,3,1,1,1,1,1,1,1,2011-07-29 04:54:50,0,1372,135,0.7953340402969247,12,1,0.0
