,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,location,default_profile,default_profile_image,profile_banner_url,profile_image_url_https,verified,age,in_following_followers,n_number_sname,size_sname,size_description,size_name,in_number_sname,Alvo,n_retweet_mean,n_favorite_mean,n_hashtags_mean,n_urls_mean,n_mentions_mean,media_size_twitter,dp_size_twitter,in_tweets_reply,n_tweet_dia,max_count_tweet_dia,count_dias_tweet,in_tweet_dia
137,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,33,13,0.0,1,0.09,0.215,0.085,0.01,0.0,89.895,27.668699999999998,0,1,15,101,1.9801980198019802
138,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,52,15,0.0,1,0.71,0.25,0.09,0.005,0.005,92.11,26.9555,0,18,19,92,2.1739130434782608
139,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,59,15,0.0,1,0.04,0.055,0.025,0.01,0.0,88.28,28.0528,0,1,18,101,1.9801980198019802
140,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,41,13,0.0,1,0.0,0.02,0.03,0.025,0.0,86.39,28.2417,0,3,27,88,2.272727272727273
141,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,91,12,0.0,1,0.245,0.69,0.06,0.01,0.005,84.005,27.83545,1,4,19,96,2.0833333333333335
142,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,80,14,0.0,1,11.285,0.635,0.04,0.025,0.01,90.665,27.928350000000002,0,3,17,102,1.9607843137254901
143,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,84,13,0.0,1,0.5,0.465,0.06,0.03,0.015,83.235,26.41265,0,11,21,102,1.9607843137254901
144,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,3,14,72,12,0.21428571428571427,1,2.65,0.36,0.075,0.01,0.01,86.835,29.82995,0,2,22,83,2.4096385542168677
145,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,51,13,0.0,1,0.675,0.235,0.115,0.01,0.01,85.53,29.835299999999997,1,1,20,96,2.0833333333333335
146,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,59,13,0.0,1,1.395,0.315,0.125,0.035,0.02,88.62,28.8248,0,2,14,102,1.9607843137254901
147,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,40,14,0.0,1,0.02,0.005,0.065,0.02,0.0,92.91,27.05,0,14,18,98,2.0408163265306123
148,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,31,14,0.0,1,0.75,0.36,0.085,0.015,0.005,92.095,28.375950000000003,0,19,19,94,2.127659574468085
149,cem,0,0,0,0,0,1,1,0,0,1,0,> 2 years,0.0,0,10,38,11,0.0,1,2.025,0.295,0.06,0.01,0.005,86.665,27.945,0,1,17,94,2.127659574468085
150,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,66,14,0.0,1,11.87,0.385,0.05,0.005,0.02,89.885,26.2573,0,1,14,107,1.8691588785046729
151,cem,0,0,0,0,0,1,1,0,0,1,0,> 2 years,0.0,0,14,46,15,0.0,1,0.005,0.01,0.065,0.015,0.005,85.825,27.476749999999996,1,2,25,94,2.127659574468085
152,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,2,12,61,11,0.16666666666666666,1,2.01,0.465,0.06,0.03,0.005,84.775,28.1905,0,1,25,98,2.0408163265306123
153,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,69,12,0.0,1,0.0,0.005,0.07,0.05,0.0,85.275,28.660500000000003,0,15,16,99,2.0202020202020203
154,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,39,13,0.0,1,0.06,0.165,0.11,0.015,0.0,90.855,26.6692,0,1,23,97,2.0618556701030926
155,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,46,14,0.0,1,0.135,0.315,0.06,0.03,0.0,87.33,28.283199999999997,0,2,19,98,2.0408163265306123
156,cem,0,0,0,0,0,1,1,0,0,1,0,> 2 years,0.0,0,14,85,15,0.0,1,1.245,0.415,0.135,0.03,0.005,85.59,27.571800000000003,0,2,15,100,2.0
157,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,82,16,0.0,1,0.31,0.42,0.065,0.01,0.03,87.87,30.023500000000002,0,1,22,100,2.0
158,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,132,15,0.0,1,0.005,0.01,0.065,0.015,0.0,92.01,28.880399999999998,0,19,19,103,1.941747572815534
159,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,60,13,0.0,1,1.725,0.35,0.11,0.015,0.01,86.975,27.676499999999997,0,3,19,97,2.0618556701030926
160,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,39,13,0.0,1,0.0,0.0,0.105,0.025,0.0,85.455,28.867749999999997,0,2,22,88,2.272727272727273
161,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,59,15,0.0,1,1.71,0.265,0.09,0.01,0.01,90.58,28.2274,0,3,23,98,2.0408163265306123
162,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,59,12,0.0,1,0.09,0.1,0.06,0.035,0.0,82.275,29.88875,0,1,19,106,1.8867924528301887
163,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,128,14,0.0,1,0.44,0.69,0.095,0.01,0.01,87.83,26.266800000000003,0,1,19,96,2.0833333333333335
164,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,10,72,11,0.0,1,0.86,0.31,0.12,0.035,0.005,86.34,26.9702,0,1,22,104,1.9230769230769231
165,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,76,16,0.0,1,0.07,0.25,0.05,0.015,0.0,86.205,25.7073,0,1,16,102,1.9607843137254901
166,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,52,16,0.0,1,2.38,0.31,0.13,0.02,0.02,90.79,26.7363,0,2,21,109,1.834862385321101
167,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,55,13,0.0,1,0.195,0.55,0.06,0.035,0.0,86.79,27.0858,0,18,18,107,1.8691588785046729
168,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,114,14,0.0,1,0.0,0.035,0.035,0.015,0.0,85.995,29.20515,0,4,18,98,2.0408163265306123
169,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,69,14,0.0,1,0.155,0.315,0.055,0.04,0.0,84.25,29.615,0,3,19,101,1.9801980198019802
170,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,2,15,58,15,0.13333333333333333,1,0.155,0.455,0.055,0.045,0.0,85.27,29.2373,0,1,16,99,2.0202020202020203
171,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,62,14,0.0,1,0.005,0.01,0.1,0.02,0.0,89.46,27.036199999999997,0,2,24,102,1.9607843137254901
172,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,138,12,0.0,1,1.85,0.245,0.11,0.01,0.01,88.4,28.936,0,21,21,98,2.0408163265306123
173,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,46,15,0.0,1,0.17,0.2,0.07,0.01,0.0,91.01,28.849800000000002,0,1,20,103,1.941747572815534
174,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,2,15,54,14,0.13333333333333333,1,12.905,0.435,0.13,0.015,0.02,92.315,27.7513,0,21,21,109,1.834862385321101
175,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,65,15,0.0,1,1.89,0.22,0.075,0.035,0.005,90.915,29.3184,0,3,17,105,1.9047619047619047
176,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,103,15,0.0,1,2.035,0.56,0.045,0.005,0.005,88.46,27.6938,0,1,18,103,1.941747572815534
177,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,63,16,0.0,1,0.005,0.02,0.04,0.025,0.0,85.6,28.516,0,2,17,94,2.127659574468085
178,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,80,15,0.0,1,1.735,0.49,0.2,0.01,0.01,86.195,28.7506,0,13,14,105,1.9047619047619047
179,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,68,14,0.0,1,13.505,0.595,0.095,0.055,0.02,86.455,29.094099999999997,0,20,20,95,2.1052631578947367
180,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,108,16,0.0,1,2.365,0.635,0.055,0.015,0.005,87.205,27.657049999999998,0,12,13,100,2.0
181,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,101,12,0.0,1,0.075,0.205,0.08,0.015,0.0,85.685,28.383900000000004,0,2,18,100,2.0
182,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,17,16,0.0,1,0.19,0.36,0.055,0.01,0.0,89.575,29.892250000000004,0,1,17,101,1.9801980198019802
183,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,65,13,0.0,1,2.275,0.53,0.14,0.02,0.03,89.79,28.3779,0,17,17,94,2.127659574468085
184,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,75,13,0.0,1,3.615,0.275,0.095,0.02,0.015,88.21,28.2458,0,16,24,91,2.197802197802198
185,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,39,16,0.0,1,10.86,0.35,0.075,0.03,0.02,90.215,27.43005,0,20,20,95,2.1052631578947367
186,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,37,13,0.0,1,0.075,0.18,0.055,0.02,0.005,86.955,28.5977,1,20,20,92,2.1739130434782608
187,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,106,13,0.0,1,0.39,0.63,0.095,0.015,0.005,87.705,27.695,0,1,19,102,1.9607843137254901
188,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,46,14,0.0,1,0.62,0.43,0.065,0.02,0.005,87.315,26.2376,0,6,19,107,1.8691588785046729
189,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,2,14,51,13,0.14285714285714285,1,0.12,0.195,0.055,0.035,0.0,85.49,30.2898,0,2,21,98,2.0408163265306123
190,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,60,16,0.0,1,0.805,0.245,0.085,0.025,0.005,86.79,26.647399999999998,0,3,15,99,2.0202020202020203
191,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,46,12,0.0,1,1.69,0.41,0.135,0.02,0.015,86.8,30.712,1,2,25,96,2.0833333333333335
192,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,66,14,0.0,1,3.51,0.43,0.125,0.03,0.015,90.645,28.90855,0,3,23,91,2.197802197802198
193,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,53,12,0.0,1,0.65,0.29,0.08,0.025,0.005,87.9,27.38,0,2,19,97,2.0618556701030926
194,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,38,13,0.0,1,3.345,0.315,0.105,0.02,0.015,88.69,28.4045,0,2,23,101,1.9801980198019802
195,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,90,13,0.0,1,0.145,0.31,0.065,0.025,0.0,87.695,27.790600000000005,0,3,25,99,2.0202020202020203
196,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,111,13,0.0,1,0.245,0.285,0.115,0.015,0.01,86.615,27.5627,1,16,21,98,2.0408163265306123
197,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,1,12,66,12,0.08333333333333333,1,1.65,0.22,0.13,0.025,0.015,88.03,27.272399999999998,0,2,15,93,2.150537634408602
198,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,61,14,0.0,1,0.145,0.31,0.05,0.02,0.0,86.8,27.602000000000004,0,19,19,105,1.9047619047619047
199,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,77,13,0.0,1,0.165,0.38,0.08,0.01,0.0,90.365,27.563249999999996,0,14,19,102,1.9607843137254901
200,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,118,14,0.0,1,0.0,0.005,0.1,0.01,0.0,87.83,27.0783,0,1,20,98,2.0408163265306123
201,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,45,13,0.0,1,0.93,0.365,0.06,0.025,0.01,87.715,30.676399999999997,0,1,17,102,1.9607843137254901
202,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,48,11,0.0,1,1.04,0.25,0.08,0.01,0.005,87.09,27.344499999999996,0,1,25,95,2.1052631578947367
203,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,60,15,0.0,1,0.09,0.245,0.065,0.035,0.0,88.765,29.417349999999995,0,1,18,102,1.9607843137254901
204,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,63,16,0.0,1,0.01,0.02,0.045,0.02,0.0,87.035,25.607799999999997,0,2,24,92,2.1739130434782608
205,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,39,16,0.0,1,2.13,0.115,0.06,0.01,0.005,88.815,26.5287,0,3,19,94,2.127659574468085
206,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,3,15,51,13,0.2,1,0.665,0.27,0.07,0.025,0.015,90.555,29.7761,0,2,24,97,2.0618556701030926
207,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,67,15,0.0,1,0.125,0.185,0.065,0.005,0.0,87.19,28.0438,0,2,18,93,2.150537634408602
208,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,55,14,0.0,1,0.15,0.245,0.08,0.03,0.0,85.485,28.00925,0,21,21,100,2.0
209,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,10,64,11,0.0,1,2.295,0.24,0.12,0.015,0.015,88.65,28.496499999999997,0,3,20,103,1.941747572815534
210,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,85,15,0.0,1,0.51,0.525,0.115,0.035,0.01,86.335,28.868299999999998,0,2,17,102,1.9607843137254901
211,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,93,15,0.0,1,2.53,0.55,0.125,0.025,0.02,85.19,27.5181,0,1,18,95,2.1052631578947367
212,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,43,14,0.0,1,0.865,1.005,0.115,0.02,0.025,88.145,27.98645,0,1,16,102,1.9607843137254901
213,cem,0,0,0,0,0,1,1,0,0,1,0,> 2 years,0.0,0,13,133,14,0.0,1,2.22,0.39,0.07,0.025,0.005,86.83,27.804899999999996,0,1,23,97,2.0618556701030926
214,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,97,14,0.0,1,1.585,0.41,0.125,0.015,0.02,89.335,27.405,0,2,14,104,1.9230769230769231
215,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,46,14,0.0,1,0.195,0.245,0.075,0.0,0.005,91.87,27.6613,1,1,24,91,2.197802197802198
216,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,79,13,0.0,1,2.215,0.2,0.015,0.045,0.005,79.885,29.236949999999997,0,2,18,100,2.0
217,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,28,15,0.0,1,0.11,0.17,0.045,0.01,0.0,95.44,27.5,0,27,27,97,2.0618556701030926
218,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,10,69,11,0.0,1,0.135,0.18,0.085,0.01,0.0,83.27,25.8416,0,3,11,103,1.941747572815534
219,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,65,13,0.0,1,2.12,0.815,0.025,0.03,0.005,87.955,26.06905,0,2,18,94,2.127659574468085
220,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,117,16,0.0,1,10.675,0.28,0.095,0.015,0.005,90.08,26.4248,0,3,20,99,2.0202020202020203
221,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,74,15,0.0,1,0.095,0.22,0.05,0.015,0.0,87.55,26.966499999999996,0,1,18,105,1.9047619047619047
222,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,1,15,74,17,0.06666666666666667,1,1.715,0.77,0.08,0.025,0.015,88.685,25.23815,0,1,19,102,1.9607843137254901
223,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,71,15,0.0,1,0.08,0.155,0.06,0.01,0.005,89.745,27.062650000000005,1,10,18,107,1.8691588785046729
224,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,65,13,0.0,1,0.1,0.285,0.065,0.02,0.0,89.37,29.108500000000003,0,2,24,110,1.8181818181818181
225,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,55,12,0.0,1,0.28,0.725,0.035,0.01,0.0,87.685,29.185,0,2,19,93,2.150537634408602
226,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,2,14,16,13,0.14285714285714285,1,0.685,0.555,0.105,0.015,0.005,93.815,26.815,0,1,18,101,1.9801980198019802
227,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,67,15,0.0,1,0.195,0.24,0.06,0.025,0.0,86.885,27.95925,0,2,17,95,2.1052631578947367
228,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,114,13,0.0,1,0.785,0.195,0.09,0.02,0.005,91.095,25.7269,0,2,15,101,1.9801980198019802
229,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,55,16,0.0,1,0.135,0.205,0.05,0.02,0.0,89.97,27.131499999999996,0,2,18,105,1.9047619047619047
230,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,71,16,0.0,1,2.155,0.125,0.075,0.03,0.005,86.58,28.517400000000002,0,2,19,102,1.9607843137254901
231,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,63,15,0.0,1,1.025,0.205,0.055,0.025,0.005,87.54,27.7754,0,1,25,102,1.9607843137254901
232,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,86,15,0.0,1,1.635,0.195,0.09,0.02,0.015,82.07,29.034200000000002,1,3,21,95,2.1052631578947367
233,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,104,13,0.0,1,0.415,0.275,0.07,0.03,0.015,88.95,26.528999999999996,0,8,17,108,1.8518518518518519
234,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,75,16,0.0,1,1.585,0.46,0.055,0.02,0.01,84.03,28.720599999999994,0,2,20,101,1.9801980198019802
235,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,2,13,85,12,0.15384615384615385,1,0.1,0.19,0.075,0.03,0.0,86.6,29.466000000000005,0,2,19,101,1.9801980198019802
236,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,43,16,0.0,1,12.765,0.395,0.085,0.02,0.015,86.69,29.467599999999997,1,2,21,99,2.0202020202020203
237,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,53,16,0.0,1,0.22,0.25,0.1,0.025,0.0,90.27,28.3581,0,1,19,100,2.0
238,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,68,14,0.0,1,0.16,0.27,0.05,0.01,0.0,88.315,26.0376,0,2,19,100,2.0
239,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,72,19,0.0,1,1.44,0.38,0.165,0.015,0.025,88.345,28.955,0,2,17,99,2.0202020202020203
240,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,42,15,0.0,1,1.95,0.205,0.105,0.01,0.005,85.635,26.4323,0,14,14,105,1.9047619047619047
241,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,89,17,0.0,1,0.995,0.45,0.1,0.025,0.01,87.31,26.6862,0,24,24,104,1.9230769230769231
242,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,71,13,0.0,1,0.355,0.43,0.115,0.005,0.005,88.485,27.50045,0,1,16,100,2.0
243,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,2,12,93,11,0.16666666666666666,1,0.01,0.01,0.095,0.03,0.0,85.7,27.956000000000003,0,1,23,90,2.2222222222222223
244,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,35,13,0.0,1,0.1,0.195,0.085,0.025,0.01,84.115,28.543050000000004,2,1,20,102,1.9607843137254901
245,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,134,16,0.0,1,1.395,0.28,0.135,0.02,0.01,92.88,30.4188,0,17,17,99,2.0202020202020203
246,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,9,16,10,0.0,1,1.035,0.315,0.085,0.015,0.01,91.81,26.8462,0,2,15,114,1.7543859649122806
247,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,118,15,0.0,1,0.93,0.245,0.06,0.045,0.01,85.19,32.0557,1,4,25,97,2.0618556701030926
248,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,40,13,0.0,1,0.0,0.02,0.09,0.02,0.0,88.015,28.14455,0,17,17,92,2.1739130434782608
249,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,1,13,99,13,0.07692307692307693,1,0.005,0.01,0.04,0.04,0.0,86.395,28.88685,0,10,25,91,2.197802197802198
250,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,104,16,0.0,1,1.685,0.32,0.055,0.035,0.025,88.385,29.305,0,2,20,105,1.9047619047619047
251,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,95,11,0.0,1,0.69,0.145,0.05,0.025,0.005,88.715,30.03645,0,1,17,107,1.8691588785046729
252,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,1,15,65,15,0.06666666666666667,1,0.115,0.41,0.06,0.025,0.005,87.04,26.982400000000002,1,15,19,95,2.1052631578947367
253,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,105,15,0.0,1,1.555,0.3,0.125,0.03,0.015,86.015,29.975450000000002,1,2,18,95,2.1052631578947367
254,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,68,15,0.0,1,11.26,0.465,0.095,0.03,0.01,81.71,27.235799999999998,0,19,19,99,2.0202020202020203
255,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,45,14,0.0,1,0.24,0.44,0.045,0.03,0.01,83.775,27.159499999999998,1,3,15,104,1.9230769230769231
256,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,45,14,0.0,1,0.275,0.305,0.145,0.03,0.01,85.575,29.712250000000004,1,2,14,108,1.8518518518518519
257,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,36,14,0.0,1,0.01,0.015,0.05,0.005,0.005,88.25,26.67,1,1,16,99,2.0202020202020203
258,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,60,13,0.0,1,2.235,0.255,0.145,0.025,0.02,87.915,27.846699999999995,0,1,24,94,2.127659574468085
259,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,94,13,0.0,1,0.055,0.145,0.105,0.0,0.0,87.37,27.807,0,4,21,98,2.0408163265306123
260,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,58,14,0.0,1,0.53,0.28,0.1,0.025,0.01,88.165,29.258399999999998,0,17,18,101,1.9801980198019802
261,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,87,12,0.0,1,0.485,0.675,0.055,0.025,0.015,88.815,26.867599999999996,0,2,24,102,1.9607843137254901
262,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,56,13,0.0,1,0.765,0.445,0.08,0.01,0.015,91.395,27.66685,0,3,16,104,1.9230769230769231
263,duzentos,0,0,0,0,0,0,0,0,0,1,0,> 2 years,0.0,0,12,54,13,0.0,1,0.195,0.305,0.085,0.03,0.005,86.235,28.32675,0,3,29,101,1.9801980198019802
264,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,16,15,0.0,1,2.195,0.235,0.095,0.015,0.005,88.505,27.1452,0,21,21,99,2.0202020202020203
265,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,46,15,0.0,1,0.925,0.22,0.065,0.02,0.01,86.625,27.55125,0,2,24,102,1.9607843137254901
266,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,44,13,0.0,1,0.0,0.0,0.09,0.025,0.0,89.32,28.7444,0,11,20,89,2.247191011235955
267,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,66,13,0.0,1,0.225,0.505,0.065,0.015,0.0,87.565,27.867599999999996,0,16,19,102,1.9607843137254901
268,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,46,14,0.0,1,0.085,0.16,0.05,0.01,0.0,86.735,26.9338,0,12,19,103,1.941747572815534
269,duzentos,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,70,14,0.0,1,0.555,0.39,0.09,0.03,0.035,81.01,25.580699999999997,0,1,13,111,1.8018018018018018
270,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,69,14,0.0,1,0.165,0.17,0.1,0.03,0.0,89.745,27.937350000000002,0,1,20,99,2.0202020202020203
271,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,37,14,0.0,1,1.34,0.14,0.115,0.015,0.015,87.685,27.475,1,2,18,93,2.150537634408602
272,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,95,15,0.0,1,1.335,0.175,0.12,0.01,0.02,88.88,27.2252,0,2,20,96,2.0833333333333335
273,cem,0,0,0,0,0,1,1,0,0,1,0,> 2 years,0.0,0,12,30,13,0.0,1,0.585,0.185,0.075,0.03,0.015,86.835,27.88005,0,3,19,98,2.0408163265306123
274,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,30,15,0.0,1,2.34,0.285,0.145,0.03,0.025,86.51,29.2359,0,1,18,96,2.0833333333333335
275,cem,0,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,45,12,0.0,1,3.105,0.62,0.065,0.04,0.025,86.5,25.77,0,22,22,92,2.1739130434782608
